transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Etrafımın artık hiç farkında değildim.,2.772,2,0,thirties,male_masculine,unknown,Etrafımın artık hiç farkında değildim.,etrafımın artık hiç farkında değildim,5,37,210.46257744535464,0.030882897,0.0677102481617647,-363.7511,109.12121,14.184215,34.42148,-11.199409,9.099873,-13.201368,1.4270202,-6.2981215,3.5971828,4.3616395,2.18407,-17.283175
"Benzi pek sarı, nefesi pek süratliydi.",3.492,2,0,thirties,male_masculine,unknown,"Benzi pek sarı, nefesi pek süratliydi.",benzi pek sarı nefesi pek süratliydi,6,36,173.49784134016187,0.026418028,0.08173463054906542,-409.4637,105.12844,18.903202,42.71986,-2.6528547,1.0620431,-16.266594,11.737539,-0.33826357,5.2793803,2.8772752,6.3408775,-9.131249
Yazı filan yazıyor musun?,1.692,2,0,thirties,male_masculine,unknown,Yazı filan yazıyor musun?,yazı filan yazıyor musun,4,24,209.22227371212665,0.04120603,0.05460133272058824,-330.49472,107.96653,21.691729,44.565506,-16.5666,5.8077044,-7.644614,3.6782525,-4.192329,-1.1866612,-2.3254762,6.2164397,-20.628633
Pansiyondaki Hollandalı dul Frau Tiedemann da benimle ahbaplığı ilerletmişti.,5.472,2,0,thirties,male_masculine,unknown,Pansiyondaki Hollandalı dul Frau Tiedemann da benimle ahbaplığı ilerletmişti.,pansiyondaki hollandalı dul frau tiedemann da benimle ahbaplığı ilerletmişti,9,76,205.07065385702953,0.031216567,0.0692319249260355,-380.90518,118.658356,6.483142,32.709503,-20.97157,10.377097,-9.063821,-1.0573313,1.0347711,-3.3768346,5.4577947,-0.20868507,-10.015731
Bunu zannetmek için pek saf ve ancak benim kadar gafil olmak lazımdı.,4.392,2,1,thirties,male_masculine,unknown,Bunu zannetmek için pek saf ve ancak benim kadar gafil olmak lazımdı.,bunu zannetmek için pek saf ve ancak benim kadar gafil olmak lazımdı,12,68,184.30725808470447,0.03889769,0.07129991319444444,-328.4294,131.25911,3.152532,30.16837,-28.958202,10.660628,-9.749059,-2.5562084,-2.1912775,1.2445885,4.092881,2.6870794,-13.9293785
Gayet basit.,1.08,2,0,thirties,male_masculine,unknown,Gayet basit.,gayet basit,2,11,183.51813757607732,0.025279433,0.0986785888671875,-368.03552,90.01022,12.520647,27.67411,-17.583843,13.902367,-22.030985,17.187859,0.28686348,7.1571765,10.255463,6.9873605,-8.788197
Bu sefer süratli adımlarla evin yolunu tuttum.,2.772,2,0,thirties,male_masculine,unknown,Bu sefer süratli adımlarla evin yolunu tuttum.,bu sefer süratli adımlarla evin yolunu tuttum,7,45,189.20572069819843,0.036434013,0.03408777573529412,-346.6094,125.34616,2.5034502,40.542835,-26.593899,12.142703,-4.7255397,-3.4060352,-2.5899007,3.4582243,-1.6494532,7.855958,-13.814547
"Şimdi, gülemeyecek kadar mesuttum ve saadetimi ciddiye alıyordum.",4.68,2,0,thirties,male_masculine,unknown,"Şimdi, gülemeyecek kadar mesuttum ve saadetimi ciddiye alıyordum.",şimdi gülemeyecek kadar mesuttum ve saadetimi ciddiye alıyordum,8,63,187.26529786805315,0.028620822,0.0752224392361111,-417.16275,106.089806,22.693687,44.154953,-15.458818,2.2128568,5.320293,-5.137379,0.1451575,3.317792,-2.476699,8.506564,-13.2694435
Buna rağmen uzun müddet elimdeki kâğıda baktım.,3.096,2,0,thirties,male_masculine,unknown,Buna rağmen uzun müddet elimdeki kâğıda baktım.,buna rağmen uzun müddet elimdeki kğıda baktım,7,45,188.46918082314914,0.03924302,0.07989631815159574,-343.33038,139.22266,11.644484,39.54078,-31.380083,9.034335,3.5164382,-15.392744,-0.51905316,-7.6922874,-1.7239007,5.9517217,-9.560801
Sabah oluyordu.,1.08,2,0,thirties,male_masculine,unknown,Sabah oluyordu.,sabah oluyordu,2,14,182.14068492030245,0.043956555,0.0281219482421875,-341.0876,154.41252,19.763588,23.100685,-42.32092,12.739748,15.870125,-15.448038,-7.7084494,8.0037565,-6.1042724,17.84708,-8.285359
Bunlar çok kere ehemmiyetsiz soğuk algınlıklarıydı.,3.492,2,1,thirties,male_masculine,unknown,Bunlar çok kere ehemmiyetsiz soğuk algınlıklarıydı.,bunlar çok kere ehemmiyetsiz soğuk algınlıklarıydı,6,50,190.25690212256882,0.034307104,0.07263069509345794,-360.03036,128.84377,9.55119,36.71763,-31.53452,9.3155,-7.749563,-4.093257,1.9023683,-6.6500807,2.3903565,7.4807916,-13.31262
O zaman onun çehresinde rahat bir gevşeme oldu.,3.096,2,0,thirties,male_masculine,unknown,O zaman onun çehresinde rahat bir gevşeme oldu.,o zaman onun çehresinde rahat bir gevşeme oldu,8,46,178.6498708544718,0.03671357,0.08753740026595745,-337.14688,138.57668,9.145324,36.7437,-31.98707,2.8226607,-4.4094553,-3.7158937,2.4233954,-3.0349581,-2.7376504,12.735475,-9.459527
"Fakat, Maria'nın da dediği gibi, yapılacak bir şey yoktu; hele benim tarafımdan.",6.372,2,0,thirties,male_masculine,unknown,"Fakat, Maria'nın da dediği gibi, yapılacak bir şey yoktu; hele benim tarafımdan.",fakat marianın da dediği gibi yapılacak bir şey yoktu hele benim tarafımdan,12,75,169.568596232141,0.026035972,0.050491255552030455,-436.71954,105.27124,10.684488,43.715508,-14.321934,13.279689,0.99837506,-5.6344433,8.691787,-5.660105,3.2800522,4.923295,-8.251011
Başka bir şikâyetim yoktu.,1.872,2,0,thirties,male_masculine,unknown,Başka bir şikâyetim yoktu.,başka bir şikyetim yoktu,4,24,162.32801858467386,0.037931446,0.08003529331140351,-320.38284,112.97526,1.10634,51.83129,-22.27417,2.501017,1.370701,-1.3247875,-4.080972,2.487556,-6.1572895,15.38927,-8.516594
Odada insanı şaşırtacak bir kargaşalık hüküm sürüyordu.,3.204,2,0,thirties,male_masculine,unknown,Odada insanı şaşırtacak bir kargaşalık hüküm sürüyordu.,odada insanı şaşırtacak bir kargaşalık hüküm sürüyordu,7,54,180.91018030868466,0.031589758,0.09515443782216494,-325.51694,117.633095,13.674819,35.294743,-13.3613825,11.32262,-16.695152,-5.139658,-9.028527,-1.6319546,-2.4392743,5.229994,-16.110653
Sizi gayet iyi anlıyorum.,1.476,2,1,thirties,male_masculine,unknown,Sizi gayet iyi anlıyorum.,sizi gayet iyi anlıyorum,4,24,167.65130567001245,0.03751566,0.027920809659090908,-358.40164,132.53526,8.863738,59.90491,-20.359856,6.0136447,-3.3924782,-5.3739142,6.81925,0.39875028,2.2861311,12.979153,-11.345348
"Ben de etrafı gözden geçirerek bir köy, bir çiftlik, yanında kalabileceğimiz bir yer araştırıyordum.",6.984,2,0,thirties,male_masculine,unknown,"Ben de etrafı gözden geçirerek bir köy, bir çiftlik, yanında kalabileceğimiz bir yer araştırıyordum.",ben de etrafı gözden geçirerek bir köy bir çiftlik yanında kalabileceğimiz bir yer araştırıyordum,14,97,175.38315959584259,0.024876859,0.09284125434027778,-404.59253,101.96566,12.92443,49.112656,-9.541019,2.7872624,-7.625317,-1.5228522,-3.087256,-1.7687004,1.2945297,3.160679,-11.096582
"Yalnız müşterilerine karşı değil, kendisiyle alışverişi olmayan her kadına karşı.",5.184,2,1,thirties,male_masculine,unknown,"Yalnız müşterilerine karşı değil, kendisiyle alışverişi olmayan her kadına karşı.",yalnız müşterilerine karşı değil kendisiyle alışverişi olmayan her kadına karşı,10,79,179.29734158898836,0.029581327,0.0997222900390625,-361.45752,109.32631,11.9318495,38.633995,-16.004917,11.737842,-15.201022,-0.08534451,0.13322353,2.1349697,-2.2374718,3.1478832,-10.115737
Halinden memnun ve kendinden emin görünüyordu.,2.88,2,0,thirties,male_masculine,unknown,Halinden memnun ve kendinden emin görünüyordu.,halinden memnun ve kendinden emin görünüyordu,6,45,172.46693365137506,0.036915865,0.03530606356534091,-379.5114,162.4873,-5.577837,48.614883,-23.820463,6.2642384,-6.0038896,-6.7246842,8.250235,-9.47868,6.140866,1.6631134,-6.5341725
Pansiyona adeta koşarak döndüm.,2.196,2,0,thirties,male_masculine,unknown,Pansiyona adeta koşarak döndüm.,pansiyona adeta koşarak döndüm,4,30,175.70809882440508,0.03956093,0.051106770833333336,-336.96918,155.12521,-7.2922745,21.07248,-26.124304,23.339508,-7.6784744,-12.262785,1.0177549,4.2258887,2.0522573,1.7977405,-3.7942755
"Ne yapacağımı bilmediğim için onlardan birini aldım, daha açmadan Hamdi kapıda göründü.",6.588,2,0,thirties,male_masculine,unknown,"Ne yapacağımı bilmediğim için onlardan birini aldım, daha açmadan Hamdi kapıda göründü.",ne yapacağımı bilmediğim için onlardan birini aldım daha açmadan hamdi kapıda göründü,12,85,176.0643567420406,0.027605647,0.047442267922794115,-423.10068,125.33253,-0.4942446,40.222866,-9.60077,14.866469,-4.492485,-5.8617945,7.163974,1.3319908,4.48079,3.5650785,-8.273732
"Acaba erken mi, diye kendi kendime soruyordum.",3.492,2,0,thirties,male_masculine,unknown,"Acaba erken mi, diye kendi kendime soruyordum.",acaba erken mi diye kendi kendime soruyordum,7,44,187.51334899518147,0.0304502,0.09649715245327103,-348.23053,96.90107,-23.477262,53.670345,-2.9464724,-11.684407,-16.561625,-5.3542805,12.6297455,-6.786317,3.1410954,3.8588867,-13.491561
"Babam rahatsız efendim, yatağından çıkamıyor, siz içeri buyurun.",4.788,2,0,thirties,male_masculine,unknown,"Babam rahatsız efendim, yatağından çıkamıyor, siz içeri buyurun.",babam rahatsız efendim yatağından çıkamıyor siz içeri buyurun,8,61,167.94774917102603,0.021125197,0.12372448979591837,-415.59772,79.23324,-6.7837787,36.44504,4.7158446,-5.435705,-12.770035,-0.03303995,5.3749337,9.031873,1.5687519,3.206448,-1.6899309
Hep ona hitap ediyordum.,1.584,2,0,thirties,male_masculine,unknown,Hep ona hitap ediyordum.,hep ona hitap ediyordum,4,23,208.6565188942003,0.040608272,0.0387923869680851,-314.08127,133.98795,-32.380146,51.018616,-5.316834,-13.577001,-12.750338,-14.342672,13.009169,-7.457302,8.361158,1.1899235,-7.846269
Zaten hastalığından beri hemen hemen hiç gülmemişti.,3.6,2,0,thirties,male_masculine,unknown,Zaten hastalığından beri hemen hemen hiç gülmemişti.,zaten hastalığından beri hemen hemen hiç gülmemişti,7,51,185.21272583071817,0.024376892,0.10839399857954546,-367.14087,96.18982,-3.1126206,46.03687,-0.8508452,-13.778372,-17.818687,-4.242069,5.676994,1.9398263,2.1703196,2.4504108,-4.98119
Mütemadiyen onları düşünüyordum.,2.196,2,0,thirties,male_masculine,unknown,Mütemadiyen onları düşünüyordum.,mütemadiyen onları düşünüyordum,3,31,184.9175833619425,0.03290224,0.06116832386363636,-337.9403,119.392654,-19.818233,52.854507,0.17929274,-6.96235,-13.979712,-6.9243793,6.149512,-0.46791446,-0.29723024,1.9553764,-4.2278533
Kendisine yaklaşmak için attığım her adım beni birçok yeni muammalarla karşılaştırıyordu.,5.58,2,0,thirties,male_masculine,unknown,Kendisine yaklaşmak için attığım her adım beni birçok yeni muammalarla karşılaştırıyordu.,kendisine yaklaşmak için attığım her adım beni birçok yeni muammalarla karşılaştırıyordu,11,88,194.6312481874059,0.027734349,0.11922011264534883,-328.118,102.2546,-20.3826,48.527786,-16.814472,-14.496156,-15.958306,-5.8363338,0.71817976,2.1521332,-2.4968212,1.876844,-6.1314454
Bu sefer Raif efendinin hastalığı biraz uzunca sürdü.,3.78,2,0,thirties,male_masculine,unknown,Bu sefer Raif efendinin hastalığı biraz uzunca sürdü.,bu sefer raif efendinin hastalığı biraz uzunca sürdü,8,52,207.4555060271461,0.035026833,0.11532698006465517,-285.51093,84.625374,-14.579299,45.085793,-11.280778,-12.511729,-21.090452,-9.477375,-1.7083786,11.062082,-6.60077,3.5896025,-8.875567
Uzunca sürdü.,1.08,2,0,thirties,male_masculine,unknown,Uzunca sürdü.,uzunca sürdü,2,12,189.06560459119737,0.03267513,0.07781982421875,-308.74084,91.10811,2.6895027,51.718555,0.942894,-8.417224,-15.752909,-9.429504,-3.3901353,11.912401,-9.85631,10.887848,-6.564064
"Heyhat adaşım, çok geçti.",2.196,2,0,thirties,male_masculine,unknown,"Heyhat adaşım, çok geçti.",heyhat adaşım çok geçti,4,23,210.2375190350699,0.022497226,0.12272135416666667,-375.15536,66.924545,-2.977128,49.1778,-4.6626325,-12.559036,-12.249938,3.9374173,-0.6526435,5.999516,-1.2297808,6.681241,-8.254322
Ne olacak sanki?,1.188,2,0,thirties,male_masculine,unknown,Ne olacak sanki?,ne olacak sanki,3,15,209.9049666574919,0.029099436,0.06904296875,-338.47064,91.944275,-1.3715247,51.422337,-15.865993,-6.073926,-12.53588,1.6575209,8.592819,6.276839,5.668093,8.274128,-3.916854
Belki de sadece hayalimde.,1.872,2,0,thirties,male_masculine,unknown,Belki de sadece hayalimde.,belki de sadece hayalimde,4,25,178.20772514876077,0.038780764,0.06122361567982456,-297.63403,101.833176,-9.902202,57.8162,-7.2948494,-14.609325,-27.91364,0.99088,5.085212,5.3562956,-6.4551125,3.294471,-2.945059
Sesindeki bıkkınlık onun ne kastettiğini gösteriyordu.,4.104,2,0,thirties,male_masculine,unknown,Sesindeki bıkkınlık onun ne kastettiğini gösteriyordu.,sesindeki bıkkınlık onun ne kastettiğini gösteriyordu,6,53,197.85479156002793,0.023349846,0.0996946304563492,-375.73904,89.68635,-7.565704,49.792805,0.5338576,-15.515364,-12.893725,-4.160609,1.3606855,-3.0336874,2.2984862,4.6460156,-9.195649
Onu bu dünyaya bağlayan şey neydi?,2.304,2,0,thirties,male_masculine,unknown,Onu bu dünyaya bağlayan şey neydi?,onu bu dünyaya bağlayan şey neydi,6,33,204.8988278535172,0.030352706,0.06819661458333333,-346.69238,106.069,-8.453782,64.03682,-21.118341,-24.636974,-5.157895,-8.009492,10.213604,-8.222007,9.846714,1.2698405,-3.9149485
Ne yapacağımı bilmeden uzun zaman İstanbul'da dolaştım.,3.276,2,0,thirties,male_masculine,unknown,Ne yapacağımı bilmeden uzun zaman İstanbul'da dolaştım.,ne yapacağımı bilmeden uzun zaman istanbulda dolaştım,7,53,179.25776640270988,0.030496135,0.10322555693069307,-318.6726,111.836815,-12.496158,45.625828,-16.231255,-7.298945,-15.636067,-12.3952675,4.6519103,-2.1778688,-0.4867071,5.5953226,-7.196587
Bu halimin sergide bulunanların merakını uyandıracağı muhakkaktı.,4.392,2,0,thirties,male_masculine,unknown,Bu halimin sergide bulunanların merakını uyandıracağı muhakkaktı.,bu halimin sergide bulunanların merakını uyandıracağı muhakkaktı,7,64,197.04935305523784,0.030256674,0.08192274305555555,-338.95905,115.46368,-20.273708,38.668827,-3.5732183,-11.47103,-13.194956,-18.848063,10.290818,-5.463516,7.133385,-3.926774,-10.1603775
Bu sahnenin onu yorduğu muhakkaktı.,2.376,2,0,thirties,male_masculine,unknown,Bu sahnenin onu yorduğu muhakkaktı.,bu sahnenin onu yorduğu muhakkaktı,5,34,193.61341916871208,0.0337968,0.06114366319444445,-313.79016,131.10321,-30.37248,42.02994,-10.671417,-16.011814,-0.44080082,-16.519396,10.2109785,-4.515997,1.8996283,-1.1650825,-3.2187576
"Bir projektör, yerde yumurta şeklinde bir daire çizerek, sanatkârı aydınlatıyordu.",6.3,2,0,thirties,male_masculine,unknown,"Bir projektör, yerde yumurta şeklinde bir daire çizerek, sanatkârı aydınlatıyordu.",bir projektör yerde yumurta şeklinde bir daire çizerek sanatkrı aydınlatıyordu,10,78,200.6352598417483,0.024996748,0.11267467380798969,-369.35406,87.60844,-19.194859,57.39853,-3.7583342,-13.23396,-20.886513,-4.510022,3.1308918,-0.2415847,-2.9547682,4.3323197,-5.2023244
Halbuki o halinde bile beni görünce derhal yüzü ciddileşir.,4.176,2,0,thirties,male_masculine,unknown,Halbuki o halinde bile beni görünce derhal yüzü ciddileşir.,halbuki o halinde bile beni görünce derhal yüzü ciddileşir,9,58,197.54250831365397,0.035648353,0.08900723716085271,-323.24463,92.351395,-27.865484,80.41548,-12.039406,-23.400932,-9.715206,-14.781319,11.306031,-8.695696,1.2718308,2.2834294,-6.9121637
Bundan sonraki hayatım nasıl dayanılmaz bir işkence olacak!,3.492,2,0,thirties,male_masculine,unknown,Bundan sonraki hayatım nasıl dayanılmaz bir işkence olacak!,bundan sonraki hayatım nasıl dayanılmaz bir işkence olacak,8,58,194.23023644048072,0.037917968,0.10014329001168225,-290.638,97.78863,-20.474283,41.622307,-13.382481,-11.5413065,-16.554857,-8.840129,6.275294,-0.8068776,-0.8079101,8.824863,-5.2572904
Boş yere vakit ziyan etmeye ne lüzum var?,2.376,2,0,thirties,male_masculine,unknown,Boş yere vakit ziyan etmeye ne lüzum var?,boş yere vakit ziyan etmeye ne lüzum var,8,40,218.54250097605484,0.030105194,0.060689290364583336,-345.01794,99.43558,-16.684624,76.57124,-5.8845735,-28.269995,-12.259282,-12.039842,6.69133,-6.4125233,3.929017,-6.5675416,-5.5811105
Düşünüp kararlaştırmaya niyet ettiğimiz şeylere küçük bir kelimeyle bile dokunmadık.,4.788,2,0,thirties,male_masculine,unknown,Düşünüp kararlaştırmaya niyet ettiğimiz şeylere küçük bir kelimeyle bile dokunmadık.,düşünüp kararlaştırmaya niyet ettiğimiz şeylere küçük bir kelimeyle bile dokunmadık,10,83,203.29786285475973,0.025841333,0.13944581738945577,-331.4653,75.12392,-18.4732,68.63308,-1.5307671,-22.354715,-20.27164,-8.855034,4.4202414,-10.113629,1.5121113,3.0187006,-9.4223585
Nereye gideceksin?,1.404,2,0,thirties,male_masculine,unknown,Nereye gideceksin?,nereye gideceksin,2,17,182.69905397082942,0.05053437,0.15197456173780488,-266.91934,80.91735,-17.08857,68.9189,8.12713,-25.329468,-18.8106,2.8095067,1.9864014,-4.4223633,-1.37744,15.282632,-13.902143
"Asıl büyük ve affedilmez haksızlığı sana karşı yaptıktan sonra, hiçbir şeyi düzeltmek istemiyorum.",6.192,2,1,thirties,male_masculine,unknown,"Asıl büyük ve affedilmez haksızlığı sana karşı yaptıktan sonra, hiçbir şeyi düzeltmek istemiyorum.",asıl büyük ve affedilmez haksızlığı sana karşı yaptıktan sonra hiçbir şeyi düzeltmek istemiyorum,13,96,199.9698438219814,0.018919798,0.1331320557918848,-388.1596,74.397285,-0.12481737,48.104385,-3.3718662,-8.426703,-16.685186,-3.1194234,2.6156385,2.7707686,2.8536773,1.7891948,-9.288698
Ahlak sohbetleri.,1.404,2,0,thirties,male_masculine,unknown,Ahlak sohbetleri.,ahlak sohbetleri,2,16,201.79620203073443,0.031273466,0.07581459603658537,-300.54825,81.24196,1.1918614,47.22921,-30.633047,-11.096406,-10.0182705,-6.5269685,9.277023,-2.3545518,-1.977497,8.462261,-1.7372248
"Yarın dokuzda gelin, öğrenirsiniz!",3.096,2,0,thirties,male_masculine,unknown,"Yarın dokuzda gelin, öğrenirsiniz!",yarın dokuzda gelin öğrenirsiniz,4,32,170.20960045411894,0.02685557,0.15259827958776595,-389.98895,65.43004,-5.385724,58.405388,-3.640571,-12.053337,-5.3881555,-9.953479,10.510072,1.2336512,2.626312,4.581285,-2.5683076
Ben artık böyle düşünmüyordum.,2.088,2,0,thirties,male_masculine,unknown,Ben artık böyle düşünmüyordum.,ben artık böyle düşünmüyordum,4,29,192.64879875296805,0.020780763,0.050323970734126984,-416.0876,118.18212,10.112346,50.727306,-4.709571,-9.549571,-10.605432,-6.884569,10.039287,-2.246375,3.2061238,-1.4640014,-0.6106192
Siz bilirsiniz!,1.296,2,0,thirties,male_masculine,unknown,Siz bilirsiniz!,siz bilirsiniz,2,14,188.22667562540883,0.028103292,0.1453150699013158,-352.7211,13.7007475,47.565784,46.150486,-8.679046,-3.8089142,-24.708483,15.727859,-3.675328,13.959893,-15.447723,18.24966,-7.5759826
"Onu okşamak, aramızdaki buzları, daha ziyade kuvvetlenmeden kırmak istiyordum.",6.192,2,0,thirties,male_masculine,unknown,"Onu okşamak, aramızdaki buzları, daha ziyade kuvvetlenmeden kırmak istiyordum.",onu okşamak aramızdaki buzları daha ziyade kuvvetlenmeden kırmak istiyordum,9,75,180.4152327893536,0.023422886,0.09530176292539266,-377.5733,113.71107,-15.963491,34.94878,-5.9865184,-10.950147,-10.4558325,-15.494928,6.899772,-0.24786681,2.5020566,0.10087322,-3.5769045
